GameID,TurnCount,Epsilon,AverageLoss,end_points,cities,settlements,road,longest,largest,devvps,resource_production,total_resource_production,total_resources_gained,amount_of_resources_used,seven_robbers_moved,knights_and_robbers_moved,total_robber_gain,total_resources_lost,total_resources_discarded,dev_cards_held,dev_cards_held_total,dev_cards_used,dev_cards_used_total,dev_cards_bought_total
0,337,"[RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE]",0.9999459999999984,734184.664629901,10,2,5,15,False,False,1,"{'WOOD': 0.3333333333333333, 'BRICK': 0.5, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.2777777777777778, 'ORE': 0.05555555555555555}",1.3888888888888886,320,72,11,15,12,101,81,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",5,6
41,353,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9911489999997455,10171523.88214511,4,0,2,4,False,False,2,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.1388888888888889, 'ORE': 0.08333333333333333}",0.2777777777777778,95,19,11,13,11,24,13,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
42,351,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED]",0.9909039999997384,11438919.90229592,4,0,2,9,False,False,2,"{'WOOD': 0, 'BRICK': 0.05555555555555555, 'SHEEP': 0.1388888888888889, 'WHEAT': 0, 'ORE': 0.16666666666666666}",0.3611111111111111,134,32,22,25,19,25,12,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",4,6
43,179,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9907449999997339,13642687.553253366,10,1,5,15,False,True,1,"{'WOOD': 0.2222222222222222, 'BRICK': 0.5, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.3611111111111111, 'ORE': 0.2222222222222222}",1.5277777777777777,132,59,8,11,8,21,15,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,4
44,240,"[RandomPlayer:RED, RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE]",0.9905289999997277,12967927.056224681,10,2,3,15,True,False,1,"{'WOOD': 0.08333333333333333, 'BRICK': 0.3333333333333333, 'SHEEP': 0.5277777777777778, 'WHEAT': 0.2222222222222222, 'ORE': 0.6666666666666667}",1.8333333333333333,231,69,10,14,8,59,52,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 2, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",6,7
45,278,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",0.9902839999997206,17876016.027840003,5,0,4,15,False,False,1,"{'WOOD': 0, 'BRICK': 0.25, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.19444444444444442, 'ORE': 0}",0.7222222222222222,180,49,15,19,18,34,22,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,5
46,222,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE]",0.9900709999997145,13706750.699486962,10,2,1,12,False,True,3,"{'WOOD': 0.16666666666666666, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.5277777777777778, 'ORE': 0.6388888888888888}",1.4444444444444444,244,66,12,18,10,65,57,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 6, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",9,12
47,338,"[RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.9898129999997071,12379468.234651314,7,2,0,13,False,False,3,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0.6666666666666666}",0.6666666666666666,169,49,12,14,5,14,6,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",4,7
48,286,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9896389999997021,12016032.749278802,2,0,2,11,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0.027777777777777776, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.1388888888888889,40,18,12,12,6,4,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
49,419,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9892939999996921,15436012.34044101,5,0,3,9,False,True,0,"{'WOOD': 0, 'BRICK': 0.027777777777777776, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.3333333333333333, 'ORE': 0}",0.4444444444444444,210,51,24,33,22,28,17,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 9, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 2}",11,11
50,181,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED]",0.9891609999996883,12463508.82758165,4,0,2,6,False,False,2,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0.25, 'WHEAT': 0, 'ORE': 0.027777777777777776}",0.3611111111111111,91,26,8,10,7,20,13,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 2}",4,6
51,238,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.988977999999683,13157976.460902814,8,1,1,10,False,True,3,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.3055555555555556, 'ORE': 0.2222222222222222}",0.6944444444444444,127,46,10,15,11,23,17,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 2, 'YEAR_OF_PLENTY': 1}",8,11
52,281,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9887899999996776,13428105.158117415,4,0,4,8,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0.1388888888888889, 'SHEEP': 0, 'WHEAT': 0.05555555555555555, 'ORE': 0}",0.3055555555555556,63,23,12,13,8,4,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,1
53,166,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",0.9886929999996749,15044000.115043089,2,0,2,8,False,False,0,"{'WOOD': 0.05555555555555555, 'BRICK': 0.05555555555555555, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.1111111111111111,21,12,6,6,5,5,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
54,143,"[RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE]",0.9885839999996717,9781761.79370789,4,0,3,12,False,False,1,"{'WOOD': 0.05555555555555555, 'BRICK': 0.2222222222222222, 'SHEEP': 0, 'WHEAT': 0.2222222222222222, 'ORE': 0}",0.5,56,30,6,7,4,9,8,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,2
55,312,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.988349999999665,13825835.966483874,6,2,0,12,False,False,2,"{'WOOD': 0.2222222222222222, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.2777777777777778, 'ORE': 0.16666666666666666}",0.6666666666666666,165,47,15,17,14,33,27,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 2, 'MONOPOLY': 1, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",5,7
56,397,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",0.9880269999996557,11605331.058737362,10,2,2,11,False,True,2,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.4722222222222222, 'ORE': 0.3611111111111111}",1.1111111111111112,229,71,16,23,12,49,36,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 7, 'MONOPOLY': 2, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",11,13
57,409,"[RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE]",0.9877149999996467,13907158.740556765,10,2,2,15,True,False,2,"{'WOOD': 0.861111111111111, 'BRICK': 0.027777777777777776, 'SHEEP': 0.4444444444444444, 'WHEAT': 0.1388888888888889, 'ORE': 0.4166666666666667}",1.8888888888888888,268,58,19,22,20,79,61,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",4,6
58,328,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:RED, RandomPlayer:WHITE]",0.9875129999996409,11324804.56763904,2,0,2,5,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.16666666666666666, 'ORE': 0}",0.16666666666666666,46,6,17,17,8,6,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
59,263,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",0.9873179999996353,12738583.303135017,6,0,3,10,False,True,1,"{'WOOD': 0.05555555555555555, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.19444444444444442, 'ORE': 0}",0.36111111111111105,127,38,12,17,14,27,16,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",5,6
60,261,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE]",0.9871479999996304,11615458.323164636,4,0,3,8,False,False,1,"{'WOOD': 0.1111111111111111, 'BRICK': 0.1111111111111111, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0}",0.3333333333333333,66,28,7,10,6,9,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,4
61,282,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9869209999996239,10597140.736609908,10,0,5,15,True,False,3,"{'WOOD': 0.2777777777777778, 'BRICK': 0.1111111111111111, 'SHEEP': 0.16666666666666669, 'WHEAT': 0.2777777777777778, 'ORE': 0}",0.8333333333333334,185,56,10,10,6,42,28,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",4,"{'KNIGHT': 0, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",2,6
62,368,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",0.9866919999996173,14810493.679975351,2,0,2,6,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0, 'ORE': 0}",0.1111111111111111,81,20,16,19,15,31,12,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",4,4
63,165,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE]",0.9865809999996141,10661182.97825169,4,2,0,6,False,False,0,"{'WOOD': 0.1111111111111111, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.05555555555555555, 'ORE': 0.3333333333333333}",0.5,69,18,8,8,6,11,9,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,0
64,347,"[RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE, Player:BLUE]",0.986296999999606,11381819.083693814,8,1,3,13,False,True,1,"{'WOOD': 0.16666666666666666, 'BRICK': 0, 'SHEEP': 0.1111111111111111, 'WHEAT': 0.5, 'ORE': 0.027777777777777776}",0.8055555555555556,201,59,14,19,15,24,13,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 5, 'MONOPOLY': 2, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",7,8
65,195,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",0.9861319999996012,9804908.536135772,4,0,4,15,False,False,0,"{'WOOD': 0.16666666666666666, 'BRICK': 0.2777777777777778, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.16666666666666666, 'ORE': 0.16666666666666666}",0.8333333333333333,126,52,5,9,6,8,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",6,6
66,487,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",0.9857789999995911,12288399.379965806,5,1,1,15,False,False,2,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.3333333333333333, 'WHEAT': 0.16666666666666666, 'ORE': 0}",0.5,164,54,24,29,25,10,0,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 5, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",7,9
67,289,"[RandomPlayer:RED, RandomPlayer:WHITE, RandomPlayer:ORANGE, Player:BLUE]",0.9855029999995831,12293308.726649188,11,0,5,15,True,True,2,"{'WOOD': 0.3888888888888889, 'BRICK': 0.25, 'SHEEP': 0.16666666666666666, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.9166666666666665,257,65,8,12,3,54,42,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",6,9
68,369,"[RandomPlayer:ORANGE, RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE]",0.9852339999995754,12610766.920981936,10,1,3,15,True,False,3,"{'WOOD': 0.05555555555555555, 'BRICK': 0.27777777777777773, 'SHEEP': 0.3333333333333333, 'WHEAT': 0.19444444444444442, 'ORE': 0.1388888888888889}",0.9999999999999998,152,59,16,19,14,23,9,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",5,8
69,365,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED]",0.9850069999995689,10433023.631220747,2,0,2,4,False,False,0,"{'WOOD': 0, 'BRICK': 0.08333333333333333, 'SHEEP': 0.1388888888888889, 'WHEAT': 0, 'ORE': 0}",0.2222222222222222,100,13,10,13,8,29,12,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,3
70,160,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9848969999995657,12192490.796790661,4,0,2,6,False,True,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.05555555555555555, 'ORE': 0.05555555555555555}",0.16666666666666666,42,16,6,9,7,12,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",4,4
71,291,"[RandomPlayer:WHITE, RandomPlayer:RED, Player:BLUE, RandomPlayer:ORANGE]",0.9846839999995596,13706208.274310904,3,0,3,15,False,False,0,"{'WOOD': 0.19444444444444442, 'BRICK': 0.05555555555555555, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0.19444444444444442}",0.49999999999999994,140,39,13,15,10,31,14,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",3,3
72,398,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9843779999995508,10825552.854883133,10,2,2,8,False,True,2,"{'WOOD': 0.4166666666666667, 'BRICK': 0.08333333333333333, 'SHEEP': 0.6944444444444444, 'WHEAT': 0.2777777777777778, 'ORE': 0.2222222222222222}",1.6944444444444446,257,66,11,19,9,66,53,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 8, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",10,12
73,266,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9841649999995447,13516629.065551184,3,0,2,14,False,False,1,"{'WOOD': 0.2222222222222222, 'BRICK': 0, 'SHEEP': 0.08333333333333333, 'WHEAT': 0.1111111111111111, 'ORE': 0}",0.41666666666666663,131,47,10,14,10,15,8,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 4, 'MONOPOLY': 2, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",8,9
74,177,"[Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED, RandomPlayer:WHITE]",0.9840499999995413,11665367.495766813,2,0,2,5,False,False,0,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0.05555555555555555, 'WHEAT': 0, 'ORE': 0.1111111111111111}",0.16666666666666666,24,8,11,11,7,3,0,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 1}",2,2
75,342,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE]",0.9837979999995341,12052024.840111142,7,2,0,8,False,False,3,"{'WOOD': 0, 'BRICK': 0.16666666666666666, 'SHEEP': 0, 'WHEAT': 0.2222222222222222, 'ORE': 0.2777777777777778}",0.6666666666666666,199,46,16,20,11,60,50,"{'KNIGHT': 0, 'VP': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,"{'KNIGHT': 4, 'MONOPOLY': 1, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",5,8
76,465,"[RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE, Player:BLUE]",0.9834489999995241,13447416.096227782,10,4,2,15,False,False,0,"{'WOOD': 0, 'BRICK': 0.19444444444444442, 'SHEEP': 1.0555555555555554, 'WHEAT': 0.4444444444444444, 'ORE': 0.1388888888888889}",1.833333333333333,247,71,19,21,12,35,18,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 1}",3,3
77,415,"[RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE, RandomPlayer:WHITE]",0.9831239999995147,13348663.03342548,6,2,0,13,False,False,2,"{'WOOD': 0, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0.38888888888888884, 'ORE': 0.3333333333333333}",0.7222222222222221,306,47,21,22,13,88,77,"{'KNIGHT': 0, 'VP': 2, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",2,"{'KNIGHT': 1, 'MONOPOLY': 2, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,5
78,231,"[RandomPlayer:ORANGE, Player:BLUE, RandomPlayer:WHITE, RandomPlayer:RED]",0.9829459999995096,12850765.170187961,10,3,0,15,True,True,0,"{'WOOD': 0.611111111111111, 'BRICK': 0.16666666666666666, 'SHEEP': 0, 'WHEAT': 0.3333333333333333, 'ORE': 0.2777777777777778}",1.3888888888888888,145,57,10,13,4,29,26,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,4
79,208,"[RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED, Player:BLUE]",0.9828079999995056,13709744.126280854,3,0,2,6,False,False,1,"{'WOOD': 0.19444444444444442, 'BRICK': 0, 'SHEEP': 0, 'WHEAT': 0, 'ORE': 0}",0.19444444444444442,36,11,15,15,9,4,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,1
80,266,"[Player:BLUE, RandomPlayer:WHITE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9825819999994991,11520639.76083293,11,2,3,15,True,True,0,"{'WOOD': 0.7222222222222221, 'BRICK': 0.33333333333333337, 'SHEEP': 0.2222222222222222, 'WHEAT': 0.05555555555555555, 'ORE': 0.19444444444444442}",1.5277777777777777,279,57,5,8,5,64,50,"{'KNIGHT': 0, 'VP': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,"{'KNIGHT': 3, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",3,3
81,252,"[Player:BLUE, RandomPlayer:RED, RandomPlayer:ORANGE, RandomPlayer:WHITE]",0.9823979999994938,13076558.657759957,4,0,3,15,False,False,1,"{'WOOD': 0.027777777777777776, 'BRICK': 0.1111111111111111, 'SHEEP': 0.05555555555555555, 'WHEAT': 0.16666666666666666, 'ORE': 0}",0.3611111111111111,86,32,14,14,7,10,0,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 1, 'YEAR_OF_PLENTY': 0}",1,2
82,403,"[RandomPlayer:WHITE, Player:BLUE, RandomPlayer:ORANGE, RandomPlayer:RED]",0.9820809999994847,12194137.017818416,10,2,5,15,False,False,1,"{'WOOD': 0.2222222222222222, 'BRICK': 0.4444444444444444, 'SHEEP': 0.2777777777777778, 'WHEAT': 0.5, 'ORE': 0.2777777777777778}",1.7222222222222223,265,59,20,20,15,57,44,"{'KNIGHT': 0, 'VP': 1, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",1,"{'KNIGHT': 0, 'MONOPOLY': 0, 'ROAD_BUILDING': 0, 'YEAR_OF_PLENTY': 0}",0,1
